Court Name,Data element,Data element (group),Jurisdiction,Response,Sheet Name,State,Subject,Year,"Race, Gender, Ethnicity"
Superior,Non-Binary/Other,Gender,General,* ,Trial Courts,Guam,Trial Court Data Reported,2020,
Superior,Gender Unknown,Gender,General,0,Trial Courts,Guam,Trial Court Data Reported,2020,0
Superior,White,Race,General,* ,Trial Courts,Guam,Trial Court Data Reported,2020,
Superior,Black/  African American,Race,General,* ,Trial Courts,Guam,Trial Court Data Reported,2020,
Superior,American Indian/ Alaska Native,Race,General,* ,Trial Courts,Guam,Trial Court Data Reported,2020,
Superior,Asian,Race,General,* ,Trial Courts,Guam,Trial Court Data Reported,2020,
Superior,Native Hawaiian/ Pacific Islander,Race,General,* ,Trial Courts,Guam,Trial Court Data Reported,2020,
Superior,More than one race,Race,General,* ,Trial Courts,Guam,Trial Court Data Reported,2020,
Superior,Other Race,Race,General,* ,Trial Courts,Guam,Trial Court Data Reported,2020,
Superior,Race Unknown,Race,General,* ,Trial Courts,Guam,Trial Court Data Reported,2020,
Superior,Hispanic or Latinx,Ethnicity,General,* ,Trial Courts,Guam,Trial Court Data Reported,2020,
Superior,Not Hispanic or Latinx,Ethnicity,General,* ,Trial Courts,Guam,Trial Court Data Reported,2020,
Superior,Ethnicity Unknown,Ethnicity,General,* ,Trial Courts,Guam,Trial Court Data Reported,2020,
Circuit,Source of Authority,Source of Authority,General,Constitution,Trial Courts,Hawaii,Trial Court Data Reported,2020,
Circuit,Geographic Jurisdiction,Geographic Jurisdiction,General,County,Trial Courts,Hawaii,Trial Court Data Reported,2020,
Circuit,Number of Courts,Number of Courts,General,5,Trial Courts,Hawaii,Trial Court Data Reported,2020,
Circuit,Total Judges,Total Judges,General,28,Trial Courts,Hawaii,Trial Court Data Reported,2020,
Circuit,Male,Gender,General,19,Trial Courts,Hawaii,Trial Court Data Reported,2020,19
Circuit,Female,Gender,General,9,Trial Courts,Hawaii,Trial Court Data Reported,2020,9
Circuit,Transgender,Gender,General,* ,Trial Courts,Hawaii,Trial Court Data Reported,2020,
Circuit,Non-Binary/Other,Gender,General,* ,Trial Courts,Hawaii,Trial Court Data Reported,2020,
Circuit,Gender Unknown,Gender,General,* ,Trial Courts,Hawaii,Trial Court Data Reported,2020,
Circuit,White,Race,General,6,Trial Courts,Hawaii,Trial Court Data Reported,2020,6
Circuit,Black/  African American,Race,General,0,Trial Courts,Hawaii,Trial Court Data Reported,2020,0
Circuit,American Indian/ Alaska Native,Race,General,0,Trial Courts,Hawaii,Trial Court Data Reported,2020,0
Circuit,Asian,Race,General,10,Trial Courts,Hawaii,Trial Court Data Reported,2020,10
Circuit,Native Hawaiian/ Pacific Islander,Race,General,7,Trial Courts,Hawaii,Trial Court Data Reported,2020,7
Circuit,More than one race,Race,General,0,Trial Courts,Hawaii,Trial Court Data Reported,2020,0
Circuit,Other Race,Race,General,4,Trial Courts,Hawaii,Trial Court Data Reported,2020,4
Circuit,Race Unknown,Race,General,1,Trial Courts,Hawaii,Trial Court Data Reported,2020,1
Circuit,Hispanic or Latinx,Ethnicity,General,* ,Trial Courts,Hawaii,Trial Court Data Reported,2020,
Circuit,Not Hispanic or Latinx,Ethnicity,General,* ,Trial Courts,Hawaii,Trial Court Data Reported,2020,
Circuit,Ethnicity Unknown,Ethnicity,General,* ,Trial Courts,Hawaii,Trial Court Data Reported,2020,
District,Source of Authority,Source of Authority,Limited,Constitution,Trial Courts,Hawaii,Trial Court Data Reported,2020,
District,Geographic Jurisdiction,Geographic Jurisdiction,Limited,County,Trial Courts,Hawaii,Trial Court Data Reported,2020,
District,Number of Courts,Number of Courts,Limited,23,Trial Courts,Hawaii,Trial Court Data Reported,2020,
District,Total Judges,Total Judges,Limited,34,Trial Courts,Hawaii,Trial Court Data Reported,2020,
District,Male,Gender,Limited,15,Trial Courts,Hawaii,Trial Court Data Reported,2020,15
District,Female,Gender,Limited,19,Trial Courts,Hawaii,Trial Court Data Reported,2020,19
District,Transgender,Gender,Limited,* ,Trial Courts,Hawaii,Trial Court Data Reported,2020,
District,Non-Binary/Other,Gender,Limited,* ,Trial Courts,Hawaii,Trial Court Data Reported,2020,
District,Gender Unknown,Gender,Limited,* ,Trial Courts,Hawaii,Trial Court Data Reported,2020,
District,White,Race,Limited,8,Trial Courts,Hawaii,Trial Court Data Reported,2020,8
District,Black/  African American,Race,Limited,0,Trial Courts,Hawaii,Trial Court Data Reported,2020,0
District,American Indian/ Alaska Native,Race,Limited,0,Trial Courts,Hawaii,Trial Court Data Reported,2020,0
District,Asian,Race,Limited,15,Trial Courts,Hawaii,Trial Court Data Reported,2020,15
District,Native Hawaiian/ Pacific Islander,Race,Limited,9,Trial Courts,Hawaii,Trial Court Data Reported,2020,9
District,More than one race,Race,Limited,0,Trial Courts,Hawaii,Trial Court Data Reported,2020,0
District,Other Race,Race,Limited,2,Trial Courts,Hawaii,Trial Court Data Reported,2020,2
District,Race Unknown,Race,Limited,0,Trial Courts,Hawaii,Trial Court Data Reported,2020,0
District,Hispanic or Latinx,Ethnicity,Limited,* ,Trial Courts,Hawaii,Trial Court Data Reported,2020,
District,Not Hispanic or Latinx,Ethnicity,Limited,* ,Trial Courts,Hawaii,Trial Court Data Reported,2020,
District,Ethnicity Unknown,Ethnicity,Limited,* ,Trial Courts,Hawaii,Trial Court Data Reported,2020,
Circuit,Source of Authority,Source of Authority,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Geographic Jurisdiction,Geographic Jurisdiction,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Number of Courts,Number of Courts,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Total Judges,Total Judges,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Male,Gender,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Female,Gender,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Transgender,Gender,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Non-Binary/Other,Gender,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Gender Unknown,Gender,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,White,Race,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Black/  African American,Race,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,American Indian/ Alaska Native,Race,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Asian,Race,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Native Hawaiian/ Pacific Islander,Race,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,More than one race,Race,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Other Race,Race,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Race Unknown,Race,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Hispanic or Latinx,Ethnicity,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Not Hispanic or Latinx,Ethnicity,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Ethnicity Unknown,Ethnicity,General, ,Trial Courts,Illinois,Trial Court Data Reported,2020,
Circuit,Source of Authority,Source of Authority,General,Constitution,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,Geographic Jurisdiction,Geographic Jurisdiction,General,County,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,Number of Courts,Number of Courts,General,115,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,Total Judges,Total Judges,General,115,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,Male,Gender,General,83,Trial Courts,Indiana,Trial Court Data Reported,2020,83
Circuit,Female,Gender,General,32,Trial Courts,Indiana,Trial Court Data Reported,2020,32
Circuit,Transgender,Gender,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,Non-Binary/Other,Gender,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,Gender Unknown,Gender,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,White,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,Black/  African American,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,American Indian/ Alaska Native,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,Asian,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,Native Hawaiian/ Pacific Islander,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,More than one race,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,Other Race,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,Race Unknown,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,Hispanic or Latinx,Ethnicity,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,Not Hispanic or Latinx,Ethnicity,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Circuit,Ethnicity Unknown,Ethnicity,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Source of Authority,Source of Authority,Limited,Local legislation,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Geographic Jurisdiction,Geographic Jurisdiction,Limited,County,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Number of Courts,Number of Courts,Limited,36,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Total Judges,Total Judges,Limited,36,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Male,Gender,Limited,30,Trial Courts,Indiana,Trial Court Data Reported,2020,30
City,Female,Gender,Limited,6,Trial Courts,Indiana,Trial Court Data Reported,2020,6
City,Transgender,Gender,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Non-Binary/Other,Gender,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Gender Unknown,Gender,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,White,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Black/  African American,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,American Indian/ Alaska Native,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Asian,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Native Hawaiian/ Pacific Islander,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,More than one race,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Other Race,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Race Unknown,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Hispanic or Latinx,Ethnicity,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Not Hispanic or Latinx,Ethnicity,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
City,Ethnicity Unknown,Ethnicity,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Source of Authority,Source of Authority,General,State legislation,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Geographic Jurisdiction,Geographic Jurisdiction,General,County,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Number of Courts,Number of Courts,General,1,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Total Judges,Total Judges,General,1,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Male,Gender,General,1,Trial Courts,Indiana,Trial Court Data Reported,2020,1
Probate,Female,Gender,General,0,Trial Courts,Indiana,Trial Court Data Reported,2020,0
Probate,Transgender,Gender,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Non-Binary/Other,Gender,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Gender Unknown,Gender,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,White,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Black/  African American,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,American Indian/ Alaska Native,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Asian,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Native Hawaiian/ Pacific Islander,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,More than one race,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Other Race,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Race Unknown,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Hispanic or Latinx,Ethnicity,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Not Hispanic or Latinx,Ethnicity,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Probate,Ethnicity Unknown,Ethnicity,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Source of Authority,Source of Authority,Limited,State legislation,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Geographic Jurisdiction,Geographic Jurisdiction,Limited,County,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Number of Courts,Number of Courts,Limited,9,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Total Judges,Total Judges,Limited,9,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Male,Gender,Limited,6,Trial Courts,Indiana,Trial Court Data Reported,2020,6
Small Claims of Marion County,Female,Gender,Limited,3,Trial Courts,Indiana,Trial Court Data Reported,2020,3
Small Claims of Marion County,Transgender,Gender,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Non-Binary/Other,Gender,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Gender Unknown,Gender,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,White,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Black/  African American,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,American Indian/ Alaska Native,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Asian,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Native Hawaiian/ Pacific Islander,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,More than one race,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Other Race,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Race Unknown,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Hispanic or Latinx,Ethnicity,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Not Hispanic or Latinx,Ethnicity,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Ethnicity Unknown,Ethnicity,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Source of Authority,Source of Authority,General,State legislation,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Geographic Jurisdiction,Geographic Jurisdiction,General,County,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Number of Courts,Number of Courts,General,202,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Total Judges,Total Judges,General,202,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Male,Gender,General,143,Trial Courts,Indiana,Trial Court Data Reported,2020,143
Superior,Female,Gender,General,59,Trial Courts,Indiana,Trial Court Data Reported,2020,59
Superior,Transgender,Gender,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Non-Binary/Other,Gender,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Gender Unknown,Gender,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,White,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Black/  African American,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,American Indian/ Alaska Native,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Asian,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Native Hawaiian/ Pacific Islander,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,More than one race,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Other Race,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Race Unknown,Race,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Hispanic or Latinx,Ethnicity,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Not Hispanic or Latinx,Ethnicity,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Superior,Ethnicity Unknown,Ethnicity,General,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Source of Authority,Source of Authority,Limited,Local legislation,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Geographic Jurisdiction,Geographic Jurisdiction,Limited,Municipality,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Number of Courts,Number of Courts,Limited,15,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Total Judges,Total Judges,Limited,15,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Male,Gender,Limited,12,Trial Courts,Indiana,Trial Court Data Reported,2020,12
Town,Female,Gender,Limited,3,Trial Courts,Indiana,Trial Court Data Reported,2020,3
Town,Transgender,Gender,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Non-Binary/Other,Gender,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Gender Unknown,Gender,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,White,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Black/  African American,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,American Indian/ Alaska Native,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Asian,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Native Hawaiian/ Pacific Islander,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,More than one race,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Other Race,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Race Unknown,Race,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Hispanic or Latinx,Ethnicity,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Not Hispanic or Latinx,Ethnicity,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
Town,Ethnicity Unknown,Ethnicity,Limited,* ,Trial Courts,Indiana,Trial Court Data Reported,2020,
District,Source of Authority,Source of Authority,General,Constitution,Trial Courts,Iowa,Trial Court Data Reported,2020,
District,Geographic Jurisdiction,Geographic Jurisdiction,General,County,Trial Courts,Iowa,Trial Court Data Reported,2020,
District,Number of Courts,Number of Courts,General,99,Trial Courts,Iowa,Trial Court Data Reported,2020,
District,Total Judges,Total Judges,General,337,Trial Courts,Iowa,Trial Court Data Reported,2020,
District,Male,Gender,General,222,Trial Courts,Iowa,Trial Court Data Reported,2020,222
District,Female,Gender,General,115,Trial Courts,Iowa,Trial Court Data Reported,2020,115
District,Transgender,Gender,General,* ,Trial Courts,Iowa,Trial Court Data Reported,2020,
District,Non-Binary/Other,Gender,General,* ,Trial Courts,Iowa,Trial Court Data Reported,2020,
District,Gender Unknown,Gender,General,0,Trial Courts,Iowa,Trial Court Data Reported,2020,0
District,White,Race,General,328,Trial Courts,Iowa,Trial Court Data Reported,2020,328
District,Black/  African American,Race,General,9,Trial Courts,Iowa,Trial Court Data Reported,2020,9
District,American Indian/ Alaska Native,Race,General,0,Trial Courts,Iowa,Trial Court Data Reported,2020,0
District,Asian,Race,General,0,Trial Courts,Iowa,Trial Court Data Reported,2020,0
District,Native Hawaiian/ Pacific Islander,Race,General,0,Trial Courts,Iowa,Trial Court Data Reported,2020,0
District,More than one race,Race,General,0,Trial Courts,Iowa,Trial Court Data Reported,2020,0
District,Other Race,Race,General,0,Trial Courts,Iowa,Trial Court Data Reported,2020,0
District,Race Unknown,Race,General,0,Trial Courts,Iowa,Trial Court Data Reported,2020,0
District,Hispanic or Latinx,Ethnicity,General,3,Trial Courts,Iowa,Trial Court Data Reported,2020,3
District,Not Hispanic or Latinx,Ethnicity,General,316,Trial Courts,Iowa,Trial Court Data Reported,2020,316
District,Ethnicity Unknown,Ethnicity,General,18,Trial Courts,Iowa,Trial Court Data Reported,2020,18
District,Source of Authority,Source of Authority,General,Constitution,Trial Courts,Kansas,Trial Court Data Reported,2020,
District,Geographic Jurisdiction,Geographic Jurisdiction,General,County,Trial Courts,Kansas,Trial Court Data Reported,2020,
District,Number of Courts,Number of Courts,General,105,Trial Courts,Kansas,Trial Court Data Reported,2020,
District,Total Judges,Total Judges,General,246,Trial Courts,Kansas,Trial Court Data Reported,2020,
District,Male,Gender,General,175,Trial Courts,Kansas,Trial Court Data Reported,2020,175
District,Female,Gender,General,70,Trial Courts,Kansas,Trial Court Data Reported,2020,70
District,Transgender,Gender,General,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
District,Non-Binary/Other,Gender,General,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
District,Gender Unknown,Gender,General,1,Trial Courts,Kansas,Trial Court Data Reported,2020,1
District,White,Race,General,233,Trial Courts,Kansas,Trial Court Data Reported,2020,233
District,Black/  African American,Race,General,2,Trial Courts,Kansas,Trial Court Data Reported,2020,2
District,American Indian/ Alaska Native,Race,General,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
District,Asian,Race,General,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
District,Native Hawaiian/ Pacific Islander,Race,General,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
District,More than one race,Race,General,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
District,Other Race,Race,General,9,Trial Courts,Kansas,Trial Court Data Reported,2020,9
District,Race Unknown,Race,General,2,Trial Courts,Kansas,Trial Court Data Reported,2020,2
District,Hispanic or Latinx,Ethnicity,General,9,Trial Courts,Kansas,Trial Court Data Reported,2020,9
District,Not Hispanic or Latinx,Ethnicity,General,235,Trial Courts,Kansas,Trial Court Data Reported,2020,235
District,Ethnicity Unknown,Ethnicity,General,2,Trial Courts,Kansas,Trial Court Data Reported,2020,2
Municipal,Source of Authority,Source of Authority,Limited,State legislation,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Geographic Jurisdiction,Geographic Jurisdiction,Limited,City Limits,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Number of Courts,Number of Courts,Limited,395,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Total Judges,Total Judges,Limited,231,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Male,Gender,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Female,Gender,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Transgender,Gender,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Non-Binary/Other,Gender,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Gender Unknown,Gender,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,White,Race,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Black/  African American,Race,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,American Indian/ Alaska Native,Race,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Asian,Race,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Native Hawaiian/ Pacific Islander,Race,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,More than one race,Race,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Other Race,Race,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Race Unknown,Race,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Hispanic or Latinx,Ethnicity,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Not Hispanic or Latinx,Ethnicity,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Municipal,Ethnicity Unknown,Ethnicity,Limited,* ,Trial Courts,Kansas,Trial Court Data Reported,2020,
Circuit,Source of Authority,Source of Authority,General,Constitution,Trial Courts,Kentucky,Trial Court Data Reported,2020,
Circuit,Geographic Jurisdiction,Geographic Jurisdiction,General,District/Circuit,Trial Courts,Kentucky,Trial Court Data Reported,2020,
Circuit,Number of Courts,Number of Courts,General,120,Trial Courts,Kentucky,Trial Court Data Reported,2020,
Circuit,Total Judges,Total Judges,General,92,Trial Courts,Kentucky,Trial Court Data Reported,2020,
Circuit,Male,Gender,General,67,Trial Courts,Kentucky,Trial Court Data Reported,2020,67
Circuit,Female,Gender,General,25,Trial Courts,Kentucky,Trial Court Data Reported,2020,25
Circuit,Transgender,Gender,General, ,Trial Courts,Kentucky,Trial Court Data Reported,2020,
Circuit,Non-Binary/Other,Gender,General, ,Trial Courts,Kentucky,Trial Court Data Reported,2020,
Circuit,Gender Unknown,Gender,General, ,Trial Courts,Kentucky,Trial Court Data Reported,2020,
Circuit,White,Race,General,89,Trial Courts,Kentucky,Trial Court Data Reported,2020,89
Circuit,Black/  African American,Race,General,3,Trial Courts,Kentucky,Trial Court Data Reported,2020,3
Circuit,American Indian/ Alaska Native,Race,General,0,Trial Courts,Kentucky,Trial Court Data Reported,2020,0
Circuit,Asian,Race,General,0,Trial Courts,Kentucky,Trial Court Data Reported,2020,0
Circuit,Native Hawaiian/ Pacific Islander,Race,General,0,Trial Courts,Kentucky,Trial Court Data Reported,2020,0
Circuit,More than one race,Race,General,0,Trial Courts,Kentucky,Trial Court Data Reported,2020,0
Circuit,Other Race,Race,General,0,Trial Courts,Kentucky,Trial Court Data Reported,2020,0
Circuit,Race Unknown,Race,General,0,Trial Courts,Kentucky,Trial Court Data Reported,2020,0
Circuit,Hispanic or Latinx,Ethnicity,General,0,Trial Courts,Kentucky,Trial Court Data Reported,2020,0
Circuit,Not Hispanic or Latinx,Ethnicity,General,92,Trial Courts,Kentucky,Trial Court Data Reported,2020,92
Circuit,Ethnicity Unknown,Ethnicity,General,0,Trial Courts,Kentucky,Trial Court Data Reported,2020,0
District,Source of Authority,Source of Authority,Limited,Constitution,Trial Courts,Kentucky,Trial Court Data Reported,2020,
District,Geographic Jurisdiction,Geographic Jurisdiction,Limited,District/Circuit,Trial Courts,Kentucky,Trial Court Data Reported,2020,
District,Number of Courts,Number of Courts,Limited,120,Trial Courts,Kentucky,Trial Court Data Reported,2020,
District,Total Judges,Total Judges,Limited,111,Trial Courts,Kentucky,Trial Court Data Reported,2020,
District,Male,Gender,Limited,67,Trial Courts,Kentucky,Trial Court Data Reported,2020,67
District,Female,Gender,Limited,44,Trial Courts,Kentucky,Trial Court Data Reported,2020,44
District,Transgender,Gender,Limited, ,Trial Courts,Kentucky,Trial Court Data Reported,2020,
